DROP,REGION,YEAR,WEEK
1489,4,2002,20
1490,5,2002,20
1491,6,2002,20
1492,7,2002,20
1493,8,2002,20
1494,0,2002,40
1495,1,2002,40
1496,2,2002,40
1497,3,2002,40
1498,4,2002,40
1499,5,2002,40
1500,6,2002,40
1501,7,2002,40
1502,8,2002,40
1503,0,2002,41
1504,1,2002,41
1505,2,2002,41
1506,3,2002,41
1507,4,2002,41
1508,5,2002,41
1509,6,2002,41
1510,7,2002,41
1511,8,2002,41
1512,0,2002,42
1513,1,2002,42
1514,2,2002,42
1515,3,2002,42
1516,4,2002,42
1517,5,2002,42
1518,6,2002,42
1519,7,2002,42
1520,8,2002,42
1521,0,2002,43
1522,1,2002,43
1523,2,2002,43
1524,3,2002,43
1525,4,2002,43
1526,5,2002,43
1527,6,2002,43
1528,7,2002,43
1529,8,2002,43
1530,0,2002,44
1531,1,2002,44
1532,2,2002,44
1533,3,2002,44
1534,4,2002,44
1535,5,2002,44
1536,6,2002,44
1537,7,2002,44
1538,8,2002,44
1539,0,2002,45
1540,1,2002,45
1541,2,2002,45
1542,3,2002,45
1543,4,2002,45
1544,5,2002,45
1545,6,2002,45
1546,7,2002,45
1547,8,2002,45
1548,0,2002,46
1549,1,2002,46
1550,2,2002,46
1551,3,2002,46
1552,4,2002,46
1553,5,2002,46
1554,6,2002,46
1555,7,2002,46
1556,8,2002,46
1557,0,2002,47
1558,1,2002,47
1559,2,2002,47
1560,3,2002,47
1561,4,2002,47
1562,5,2002,47
1563,6,2002,47
1564,7,2002,47
1565,8,2002,47
1566,0,2002,48
1567,1,2002,48
1568,2,2002,48
1569,3,2002,48
1570,4,2002,48
1571,5,2002,48
1572,6,2002,48
1573,7,2002,48
1574,8,2002,48
1575,0,2002,49
1576,1,2002,49
1577,2,2002,49
1578,3,2002,49
1579,4,2002,49
1580,5,2002,49
1581,6,2002,49
1582,7,2002,49
1583,8,2002,49
1584,0,2002,50
1585,1,2002,50
1586,2,2002,50
1587,3,2002,50
1588,4,2002,50
1589,5,2002,50
1590,6,2002,50
1591,7,2002,50
1592,8,2002,50
1593,0,2002,51
1594,1,2002,51
1595,2,2002,51
1596,3,2002,51
1597,4,2002,51
1598,5,2002,51
1599,6,2002,51
1600,7,2002,51
1601,8,2002,51
1602,0,2002,52
1603,1,2002,52
1604,2,2002,52
1605,3,2002,52
1606,4,2002,52
1607,5,2002,52
1608,6,2002,52
1609,7,2002,52
1610,8,2002,52
1611,0,2003,1
1612,1,2003,1
1613,2,2003,1
1614,3,2003,1
1615,4,2003,1
1616,5,2003,1
1617,6,2003,1
1618,7,2003,1
1619,8,2003,1
1620,0,2003,2
1621,1,2003,2
1622,2,2003,2
1623,3,2003,2
1624,4,2003,2
1625,5,2003,2
1626,6,2003,2
1627,7,2003,2
1628,8,2003,2
1629,0,2003,3
1630,1,2003,3
1631,2,2003,3
1632,3,2003,3
1633,4,2003,3
1634,5,2003,3
1635,6,2003,3
1636,7,2003,3
1637,8,2003,3
1638,0,2003,4
1639,1,2003,4
1640,2,2003,4
1641,3,2003,4
1642,4,2003,4
1643,5,2003,4
1644,6,2003,4
1645,7,2003,4
1646,8,2003,4
1647,0,2003,5
1648,1,2003,5
1649,2,2003,5
1650,3,2003,5
1651,4,2003,5
1652,5,2003,5
1653,6,2003,5
1654,7,2003,5
1655,8,2003,5
1656,0,2003,6
1657,1,2003,6
1658,2,2003,6
1659,3,2003,6
1660,4,2003,6
1661,5,2003,6
1662,6,2003,6
1663,7,2003,6
1664,8,2003,6
1665,0,2003,7
1666,1,2003,7
1667,2,2003,7
1668,3,2003,7
1669,4,2003,7
1670,5,2003,7
1671,6,2003,7
1672,7,2003,7
1673,8,2003,7
1674,0,2003,8
1675,1,2003,8
1676,2,2003,8
1677,3,2003,8
1678,4,2003,8
1679,5,2003,8
1680,6,2003,8
1681,7,2003,8
1682,8,2003,8
1683,0,2003,9
1684,1,2003,9
1685,2,2003,9
1686,3,2003,9
1687,4,2003,9
1688,5,2003,9
1689,6,2003,9
1690,7,2003,9
1691,8,2003,9
1692,0,2003,10
1693,1,2003,10
1694,2,2003,10
1695,3,2003,10
1696,4,2003,10
1697,5,2003,10
1698,6,2003,10
1699,7,2003,10
1700,8,2003,10
1701,0,2003,11
1702,1,2003,11
1703,2,2003,11
1704,3,2003,11
1705,4,2003,11
1706,5,2003,11
1707,6,2003,11
1708,7,2003,11
1709,8,2003,11
1710,0,2003,12
1711,1,2003,12
1712,2,2003,12
1713,3,2003,12
1714,4,2003,12
1715,5,2003,12
1716,6,2003,12
1717,7,2003,12
1718,8,2003,12
1719,0,2003,13
1720,1,2003,13
1721,2,2003,13
1722,3,2003,13
1723,4,2003,13
1724,5,2003,13
1725,6,2003,13
1726,7,2003,13
1727,8,2003,13
1728,0,2003,14
1729,1,2003,14
1730,2,2003,14
1731,3,2003,14
1732,4,2003,14
1733,5,2003,14
1734,6,2003,14
1735,7,2003,14
1736,8,2003,14
1737,0,2003,15
1738,1,2003,15
1739,2,2003,15
1740,3,2003,15
1741,4,2003,15
1742,5,2003,15
1743,6,2003,15
1744,7,2003,15
1745,8,2003,15
1746,0,2003,16
1747,1,2003,16
1748,2,2003,16
1749,3,2003,16
1750,4,2003,16
1751,5,2003,16
1752,6,2003,16
1753,7,2003,16
1754,8,2003,16
1755,0,2003,17
1756,1,2003,17
1757,2,2003,17
1758,3,2003,17
1759,4,2003,17
1760,5,2003,17
1761,6,2003,17
1762,7,2003,17
1763,8,2003,17
1764,0,2003,18
1765,1,2003,18
1766,2,2003,18
1767,3,2003,18
1768,4,2003,18
1769,5,2003,18
1770,6,2003,18
1771,7,2003,18
1772,8,2003,18
1773,0,2003,19
1774,1,2003,19
1775,2,2003,19
1776,3,2003,19
1777,4,2003,19
1778,5,2003,19
1779,6,2003,19
1780,7,2003,19
1781,8,2003,19
1782,0,2003,20
1783,1,2003,20
1784,2,2003,20
1785,3,2003,20
1786,4,2003,20
1787,5,2003,20
1788,6,2003,20
1789,7,2003,20
1790,8,2003,20
1791,0,2003,21
1792,1,2003,21
1793,2,2003,21
1794,3,2003,21
1795,4,2003,21
1796,5,2003,21
1797,6,2003,21
1798,7,2003,21
1799,8,2003,21
1800,0,2003,22
1801,1,2003,22
1802,2,2003,22
1803,3,2003,22
1804,4,2003,22
1805,5,2003,22
1806,6,2003,22
1807,7,2003,22
1808,8,2003,22
1809,0,2003,23
1810,1,2003,23
1811,2,2003,23
1812,3,2003,23
1813,4,2003,23
1814,5,2003,23
1815,6,2003,23
1816,7,2003,23
1817,8,2003,23
1818,0,2003,24
1819,1,2003,24
1820,2,2003,24
1821,3,2003,24
1822,4,2003,24
1823,5,2003,24
1824,6,2003,24
1825,7,2003,24
1826,8,2003,24
1827,0,2003,25
1828,1,2003,25
1829,2,2003,25
1830,3,2003,25
1831,4,2003,25
1832,5,2003,25
1833,6,2003,25
1834,7,2003,25
1835,8,2003,25
1836,0,2003,26
1837,1,2003,26
1838,2,2003,26
1839,3,2003,26
1840,4,2003,26
1841,5,2003,26
1842,6,2003,26
1843,7,2003,26
1844,8,2003,26
1845,0,2003,27
1846,1,2003,27
1847,2,2003,27
1848,3,2003,27
1849,4,2003,27
1850,5,2003,27
1851,6,2003,27
1852,7,2003,27
1853,8,2003,27
1854,0,2003,28
1855,1,2003,28
1856,2,2003,28
1857,3,2003,28
1858,4,2003,28
1859,5,2003,28
1860,6,2003,28
1861,7,2003,28
1862,8,2003,28
1863,0,2003,29
1864,1,2003,29
1865,2,2003,29
1866,3,2003,29
1867,4,2003,29
1868,5,2003,29
1869,6,2003,29
1870,7,2003,29
1871,8,2003,29
1872,0,2003,30
1873,1,2003,30
1874,2,2003,30
1875,3,2003,30
1876,4,2003,30
1877,5,2003,30
1878,6,2003,30
1879,7,2003,30
1880,8,2003,30
1881,0,2003,31
1882,1,2003,31
1883,2,2003,31
1884,3,2003,31
1885,4,2003,31
1886,5,2003,31
1887,6,2003,31
1888,7,2003,31
1889,8,2003,31
1890,0,2003,32
1891,1,2003,32
1892,2,2003,32
1893,3,2003,32
1894,4,2003,32
1895,5,2003,32
1896,6,2003,32
1897,7,2003,32
1898,8,2003,32
1899,0,2003,33
1900,1,2003,33
1901,2,2003,33
1902,3,2003,33
1903,4,2003,33
1904,5,2003,33
1905,6,2003,33
1906,7,2003,33
1907,8,2003,33
1908,0,2003,34
1909,1,2003,34
1910,2,2003,34
1911,3,2003,34
1912,4,2003,34
1913,5,2003,34
1914,6,2003,34
1915,7,2003,34
1916,8,2003,34
1917,0,2003,35
1918,1,2003,35
1919,2,2003,35
1920,3,2003,35
1921,4,2003,35
1922,5,2003,35
1923,6,2003,35
1924,7,2003,35
1925,8,2003,35
1926,0,2003,36
1927,1,2003,36
1928,2,2003,36
1929,3,2003,36
1930,4,2003,36
1931,5,2003,36
1932,6,2003,36
1933,7,2003,36
1934,8,2003,36
1935,0,2003,37
1936,1,2003,37
1937,2,2003,37
1938,3,2003,37
1939,4,2003,37
1940,5,2003,37
1941,6,2003,37
1942,7,2003,37
1943,8,2003,37
1944,0,2003,38
1945,1,2003,38
1946,2,2003,38
1947,3,2003,38
1948,4,2003,38
1949,5,2003,38
1950,6,2003,38
1951,7,2003,38
1952,8,2003,38
1953,0,2003,39
1954,1,2003,39
1955,2,2003,39
1956,3,2003,39
1957,4,2003,39
1958,5,2003,39
1959,6,2003,39
1960,7,2003,39
1961,8,2003,39
1962,0,2003,40
1963,1,2003,40
1964,2,2003,40
1965,3,2003,40
1966,4,2003,40
1967,5,2003,40
1968,6,2003,40
1969,7,2003,40
1970,8,2003,40
1971,0,2003,41
1972,1,2003,41
1973,2,2003,41
1974,3,2003,41
1975,4,2003,41
1976,5,2003,41
1977,6,2003,41
1978,7,2003,41
1979,8,2003,41
1980,0,2003,42
1981,1,2003,42
1982,2,2003,42
1983,3,2003,42
1984,4,2003,42
1985,5,2003,42
1986,6,2003,42
1987,7,2003,42
1988,8,2003,42
1989,0,2003,43
1990,1,2003,43
1991,2,2003,43
1992,3,2003,43
1993,4,2003,43
1994,5,2003,43
1995,6,2003,43
1996,7,2003,43
1997,8,2003,43
1998,0,2003,44
1999,1,2003,44
2000,2,2003,44
2001,3,2003,44
2002,4,2003,44
2003,5,2003,44
2004,6,2003,44
2005,7,2003,44
2006,8,2003,44
2007,0,2003,45
2008,1,2003,45
2009,2,2003,45
2010,3,2003,45
2011,4,2003,45
2012,5,2003,45
2013,6,2003,45
2014,7,2003,45
2015,8,2003,45
2016,0,2003,46
2017,1,2003,46
2018,2,2003,46
2019,3,2003,46
2020,4,2003,46
2021,5,2003,46
2022,6,2003,46
2023,7,2003,46
2024,8,2003,46
2025,0,2003,47
2026,1,2003,47
2027,2,2003,47
2028,3,2003,47
2029,4,2003,47
2030,5,2003,47
2031,6,2003,47
2032,7,2003,47
2033,8,2003,47
2034,0,2003,48
2035,1,2003,48
2036,2,2003,48
2037,3,2003,48
2038,4,2003,48
2039,5,2003,48
2040,6,2003,48
2041,7,2003,48
2042,8,2003,48
2043,0,2003,49
2044,1,2003,49
2045,2,2003,49
2046,3,2003,49
2047,4,2003,49
2048,5,2003,49
2049,6,2003,49
2050,7,2003,49
2051,8,2003,49
2052,0,2003,50
2053,1,2003,50
2054,2,2003,50
2055,3,2003,50
2056,4,2003,50
2057,5,2003,50
2058,6,2003,50
2059,7,2003,50
2060,8,2003,50
2061,0,2003,51
2062,1,2003,51
2063,2,2003,51
2064,3,2003,51
2065,4,2003,51
2066,5,2003,51
2067,6,2003,51
2068,7,2003,51
2069,8,2003,51
2070,0,2003,52
2071,1,2003,52
2072,2,2003,52
2073,3,2003,52
2074,4,2003,52
2075,5,2003,52
2076,6,2003,52
2077,7,2003,52
2078,8,2003,52
2079,0,2003,53
2080,1,2003,53
2081,2,2003,53
2082,3,2003,53
2083,4,2003,53
2084,5,2003,53
2085,6,2003,53
2086,7,2003,53
2087,8,2003,53
2088,0,2004,1
2089,1,2004,1
2090,2,2004,1
2091,3,2004,1
2092,4,2004,1
2093,5,2004,1
2094,6,2004,1
2095,7,2004,1
2096,8,2004,1
2097,0,2004,2
2098,1,2004,2
2099,2,2004,2
2100,3,2004,2
2101,4,2004,2
2102,5,2004,2
2103,6,2004,2
2104,7,2004,2
2105,8,2004,2
2106,0,2004,3
2107,1,2004,3
2108,2,2004,3
2109,3,2004,3
2110,4,2004,3
2111,5,2004,3
2112,6,2004,3
2113,7,2004,3
2114,8,2004,3
2115,0,2004,4
2116,1,2004,4
2117,2,2004,4
2118,3,2004,4
2119,4,2004,4
2120,5,2004,4
2121,6,2004,4
2122,7,2004,4
2123,8,2004,4
2124,0,2004,5
2125,1,2004,5
2126,2,2004,5
2127,3,2004,5
2128,4,2004,5
2129,5,2004,5
2130,6,2004,5
2131,7,2004,5
2132,8,2004,5
2133,0,2004,6
2134,1,2004,6
2135,2,2004,6
2136,3,2004,6
2137,4,2004,6
2138,5,2004,6
2139,6,2004,6
2140,7,2004,6
2141,8,2004,6
2142,0,2004,7
2143,1,2004,7
2144,2,2004,7
2145,3,2004,7
2146,4,2004,7
2147,5,2004,7
2148,6,2004,7
2149,7,2004,7
2150,8,2004,7
2151,0,2004,8
2152,1,2004,8
2153,2,2004,8
2154,3,2004,8
2155,4,2004,8
2156,5,2004,8
2157,6,2004,8
2158,7,2004,8
2159,8,2004,8
2160,0,2004,9
2161,1,2004,9
2162,2,2004,9
2163,3,2004,9
2164,4,2004,9
2165,5,2004,9
2166,6,2004,9
2167,7,2004,9
2168,8,2004,9
2169,0,2004,10
2170,1,2004,10
2171,2,2004,10
2172,3,2004,10
2173,4,2004,10
2174,5,2004,10
2175,6,2004,10
2176,7,2004,10
2177,8,2004,10
2178,0,2004,11
2179,1,2004,11
2180,2,2004,11
2181,3,2004,11
2182,4,2004,11
2183,5,2004,11
2184,6,2004,11
2185,7,2004,11
2186,8,2004,11
2187,0,2004,12
2188,1,2004,12
2189,2,2004,12
2190,3,2004,12
2191,4,2004,12
2192,5,2004,12
2193,6,2004,12
2194,7,2004,12
2195,8,2004,12
2196,0,2004,13
2197,1,2004,13
2198,2,2004,13
2199,3,2004,13
2200,4,2004,13
2201,5,2004,13
2202,6,2004,13
2203,7,2004,13
2204,8,2004,13
2205,0,2004,14
2206,1,2004,14
2207,2,2004,14
2208,3,2004,14
2209,4,2004,14
2210,5,2004,14
2211,6,2004,14
2212,7,2004,14
2213,8,2004,14
2214,0,2004,15
2215,1,2004,15
2216,2,2004,15
2217,3,2004,15
2218,4,2004,15
2219,5,2004,15
2220,6,2004,15
2221,7,2004,15
2222,8,2004,15
2223,0,2004,16
2224,1,2004,16
2225,2,2004,16
2226,3,2004,16
2227,4,2004,16
2228,5,2004,16
2229,6,2004,16
2230,7,2004,16
2231,8,2004,16
2232,0,2004,17
2233,1,2004,17
2234,2,2004,17
2235,3,2004,17
2236,4,2004,17
2237,5,2004,17
2238,6,2004,17
2239,7,2004,17
2240,8,2004,17
2241,0,2004,18
2242,1,2004,18
2243,2,2004,18
2244,3,2004,18
2245,4,2004,18
2246,5,2004,18
2247,6,2004,18
2248,7,2004,18
2249,8,2004,18
2250,0,2004,19
2251,1,2004,19
2252,2,2004,19
2253,3,2004,19
2254,4,2004,19
2255,5,2004,19
2256,6,2004,19
2257,7,2004,19
2258,8,2004,19
2259,0,2004,20
2260,1,2004,20
2261,2,2004,20
2262,3,2004,20
2263,4,2004,20
2264,5,2004,20
2265,6,2004,20
2266,7,2004,20
2267,8,2004,20
2268,0,2004,21
2269,1,2004,21
2270,2,2004,21
2271,3,2004,21
2272,4,2004,21
2273,5,2004,21
2274,6,2004,21
2275,7,2004,21
2276,8,2004,21
2277,0,2004,22
2278,1,2004,22
2279,2,2004,22
2280,3,2004,22
2281,4,2004,22
2282,5,2004,22
2283,6,2004,22
2284,7,2004,22
2285,8,2004,22
2286,0,2004,23
2287,1,2004,23
2288,2,2004,23
2289,3,2004,23
2290,4,2004,23
2291,5,2004,23
2292,6,2004,23
2293,7,2004,23
2294,8,2004,23
2295,0,2004,24
2296,1,2004,24
2297,2,2004,24
2298,3,2004,24
2299,4,2004,24
2300,5,2004,24
2301,6,2004,24
2302,7,2004,24
2303,8,2004,24
2304,0,2004,25
2305,1,2004,25
2306,2,2004,25
2307,3,2004,25
2308,4,2004,25
2309,5,2004,25
2310,6,2004,25
2311,7,2004,25
2312,8,2004,25
2313,0,2004,26
2314,1,2004,26
2315,2,2004,26
2316,3,2004,26
2317,4,2004,26
2318,5,2004,26
2319,6,2004,26
2320,7,2004,26
2321,8,2004,26
2322,0,2004,27
2323,1,2004,27
2324,2,2004,27
2325,3,2004,27
2326,4,2004,27
2327,5,2004,27
2328,6,2004,27
2329,7,2004,27
2330,8,2004,27
2331,0,2004,28
2332,1,2004,28
2333,2,2004,28
2334,3,2004,28
2335,4,2004,28
2336,5,2004,28
2337,6,2004,28
2338,7,2004,28
2339,8,2004,28
2340,0,2004,29
2341,1,2004,29
2342,2,2004,29
2343,3,2004,29
2344,4,2004,29
2345,5,2004,29
2346,6,2004,29
2347,7,2004,29
2348,8,2004,29
2349,0,2004,30
2350,1,2004,30
2351,2,2004,30
2352,3,2004,30
2353,4,2004,30
2354,5,2004,30
2355,6,2004,30
2356,7,2004,30
2357,8,2004,30
2358,0,2004,31
2359,1,2004,31
2360,2,2004,31
2361,3,2004,31
2362,4,2004,31
2363,5,2004,31
2364,6,2004,31
2365,7,2004,31
2366,8,2004,31
2367,0,2004,32
2368,1,2004,32
2369,2,2004,32
2370,3,2004,32
2371,4,2004,32
2372,5,2004,32
2373,6,2004,32
2374,7,2004,32
2375,8,2004,32
2376,0,2004,33
2377,1,2004,33
2378,2,2004,33
2379,3,2004,33
2380,4,2004,33
2381,5,2004,33
2382,6,2004,33
2383,7,2004,33
2384,8,2004,33
2385,0,2004,34
2386,1,2004,34
2387,2,2004,34
2388,3,2004,34
2389,4,2004,34
2390,5,2004,34
2391,6,2004,34
2392,7,2004,34
2393,8,2004,34
2394,0,2004,35
2395,1,2004,35
2396,2,2004,35
2397,3,2004,35
2398,4,2004,35
2399,5,2004,35
2400,6,2004,35
2401,7,2004,35
2402,8,2004,35
2403,0,2004,36
2404,1,2004,36
2405,2,2004,36
2406,3,2004,36
2407,4,2004,36
2408,5,2004,36
2409,6,2004,36
2410,7,2004,36
2411,8,2004,36
2412,0,2004,37
2413,1,2004,37
2414,2,2004,37
2415,3,2004,37
2416,4,2004,37
2417,5,2004,37
2418,6,2004,37
2419,7,2004,37
2420,8,2004,37
2421,0,2004,38
2422,1,2004,38
2423,2,2004,38
2424,3,2004,38
2425,4,2004,38
2426,5,2004,38
2427,6,2004,38
2428,7,2004,38
2429,8,2004,38
2430,0,2004,39
2431,1,2004,39
2432,2,2004,39
2433,3,2004,39
2434,4,2004,39
2435,5,2004,39
2436,6,2004,39
2437,7,2004,39
2438,8,2004,39
2439,0,2004,40
2440,1,2004,40
2441,2,2004,40
2442,3,2004,40
2443,4,2004,40
2444,5,2004,40
2445,6,2004,40
2446,7,2004,40
2447,8,2004,40
2448,0,2004,41
2449,1,2004,41
2450,2,2004,41
2451,3,2004,41
2452,4,2004,41
2453,5,2004,41
2454,6,2004,41
2455,7,2004,41
2456,8,2004,41
2457,0,2004,42
2458,1,2004,42
2459,2,2004,42
2460,3,2004,42
2461,4,2004,42
2462,5,2004,42
2463,6,2004,42
2464,7,2004,42
2465,8,2004,42
2466,0,2004,43
2467,1,2004,43
2468,2,2004,43
2469,3,2004,43
2470,4,2004,43
2471,5,2004,43
2472,6,2004,43
2473,7,2004,43
2474,8,2004,43
2475,0,2004,44
2476,1,2004,44
2477,2,2004,44
2478,3,2004,44
2479,4,2004,44
2480,5,2004,44
2481,6,2004,44
2482,7,2004,44
2483,8,2004,44
2484,0,2004,45
2485,1,2004,45
2486,2,2004,45
2487,3,2004,45
2488,4,2004,45
2489,5,2004,45
2490,6,2004,45
2491,7,2004,45
2492,8,2004,45
2493,0,2004,46
2494,1,2004,46
2495,2,2004,46
2496,3,2004,46
2497,4,2004,46
2498,5,2004,46
2499,6,2004,46
2500,7,2004,46
2501,8,2004,46
2502,0,2004,47
2503,1,2004,47
2504,2,2004,47
2505,3,2004,47
2506,4,2004,47
2507,5,2004,47
2508,6,2004,47
2509,7,2004,47
2510,8,2004,47
2511,0,2004,48
2512,1,2004,48
2513,2,2004,48
2514,3,2004,48
2515,4,2004,48
2516,5,2004,48
2517,6,2004,48
2518,7,2004,48
2519,8,2004,48
2520,0,2004,49
2521,1,2004,49
2522,2,2004,49
2523,3,2004,49
2524,4,2004,49
2525,5,2004,49
2526,6,2004,49
2527,7,2004,49
2528,8,2004,49
2529,0,2004,50
2530,1,2004,50
2531,2,2004,50
2532,3,2004,50
2533,4,2004,50
2534,5,2004,50
2535,6,2004,50
2536,7,2004,50
2537,8,2004,50
2538,0,2004,51
2539,1,2004,51
2540,2,2004,51
2541,3,2004,51
2542,4,2004,51
2543,5,2004,51
2544,6,2004,51
2545,7,2004,51
2546,8,2004,51
2547,0,2004,52
2548,1,2004,52
2549,2,2004,52
2550,3,2004,52
2551,4,2004,52
2552,5,2004,52
2553,6,2004,52
2554,7,2004,52
2555,8,2004,52
2556,0,2005,1
2557,1,2005,1
2558,2,2005,1
2559,3,2005,1
2560,4,2005,1
2561,5,2005,1
2562,6,2005,1
2563,7,2005,1
2564,8,2005,1
2565,0,2005,2
2566,1,2005,2
2567,2,2005,2
2568,3,2005,2
2569,4,2005,2
2570,5,2005,2
2571,6,2005,2
2572,7,2005,2
2573,8,2005,2
2574,0,2005,3
2575,1,2005,3
2576,2,2005,3
2577,3,2005,3
2578,4,2005,3
2579,5,2005,3
2580,6,2005,3
2581,7,2005,3
2582,8,2005,3
2583,0,2005,4
2584,1,2005,4
2585,2,2005,4
2586,3,2005,4
2587,4,2005,4
2588,5,2005,4
2589,6,2005,4
2590,7,2005,4
2591,8,2005,4
2592,0,2005,5
2593,1,2005,5
2594,2,2005,5
2595,3,2005,5
2596,4,2005,5
2597,5,2005,5
2598,6,2005,5
2599,7,2005,5
2600,8,2005,5
2601,0,2005,6
2602,1,2005,6
2603,2,2005,6
2604,3,2005,6
2605,4,2005,6
2606,5,2005,6
2607,6,2005,6
2608,7,2005,6
2609,8,2005,6
2610,0,2005,7
2611,1,2005,7
2612,2,2005,7
2613,3,2005,7
2614,4,2005,7
2615,5,2005,7
2616,6,2005,7
2617,7,2005,7
2618,8,2005,7
2619,0,2005,8
2620,1,2005,8
2621,2,2005,8
2622,3,2005,8
2623,4,2005,8
2624,5,2005,8
2625,6,2005,8
2626,7,2005,8
2627,8,2005,8
2628,0,2005,9
2629,1,2005,9
2630,2,2005,9
2631,3,2005,9
2632,4,2005,9
2633,5,2005,9
2634,6,2005,9
2635,7,2005,9
2636,8,2005,9
2637,0,2005,10
2638,1,2005,10
2639,2,2005,10
2640,3,2005,10
2641,4,2005,10
2642,5,2005,10
2643,6,2005,10
2644,7,2005,10
2645,8,2005,10
2646,0,2005,11
2647,1,2005,11
2648,2,2005,11
2649,3,2005,11
2650,4,2005,11
2651,5,2005,11
2652,6,2005,11
2653,7,2005,11
2654,8,2005,11
2655,0,2005,12
2656,1,2005,12
2657,2,2005,12
2658,3,2005,12
2659,4,2005,12
2660,5,2005,12
2661,6,2005,12
2662,7,2005,12
2663,8,2005,12
2664,0,2005,13
2665,1,2005,13
2666,2,2005,13
2667,3,2005,13
2668,4,2005,13
2669,5,2005,13
2670,6,2005,13
2671,7,2005,13
2672,8,2005,13
2673,0,2005,14
2674,1,2005,14
2675,2,2005,14
2676,3,2005,14
2677,4,2005,14
2678,5,2005,14
2679,6,2005,14
2680,7,2005,14
2681,8,2005,14
2682,0,2005,15
2683,1,2005,15
2684,2,2005,15
2685,3,2005,15
2686,4,2005,15
2687,5,2005,15
2688,6,2005,15
2689,7,2005,15
2690,8,2005,15
2691,0,2005,16
2692,1,2005,16
2693,2,2005,16
2694,3,2005,16
2695,4,2005,16
2696,5,2005,16
2697,6,2005,16
2698,7,2005,16
2699,8,2005,16
2700,0,2005,17
2701,1,2005,17
2702,2,2005,17
2703,3,2005,17
2704,4,2005,17
2705,5,2005,17
2706,6,2005,17
2707,7,2005,17
2708,8,2005,17
2709,0,2005,18
2710,1,2005,18
2711,2,2005,18
2712,3,2005,18
2713,4,2005,18
2714,5,2005,18
2715,6,2005,18
2716,7,2005,18
2717,8,2005,18
2718,0,2005,19
2719,1,2005,19
2720,2,2005,19
2721,3,2005,19
2722,4,2005,19
2723,5,2005,19
2724,6,2005,19
2725,7,2005,19
2726,8,2005,19
2727,0,2005,20
2728,1,2005,20
2729,2,2005,20
2730,3,2005,20
2731,4,2005,20
2732,5,2005,20
2733,6,2005,20
2734,7,2005,20
2735,8,2005,20
2736,0,2005,21
2737,1,2005,21
2738,2,2005,21
2739,3,2005,21
2740,4,2005,21
2741,5,2005,21
2742,6,2005,21
2743,7,2005,21
2744,8,2005,21
2745,0,2005,22
2746,1,2005,22
2747,2,2005,22
2748,3,2005,22
2749,4,2005,22
2750,5,2005,22
2751,6,2005,22
2752,7,2005,22
2753,8,2005,22
2754,0,2005,23
2755,1,2005,23
2756,2,2005,23
2757,3,2005,23
2758,4,2005,23
2759,5,2005,23
2760,6,2005,23
2761,7,2005,23
2762,8,2005,23
2763,0,2005,24
2764,1,2005,24
2765,2,2005,24
2766,3,2005,24
2767,4,2005,24
2768,5,2005,24
2769,6,2005,24
2770,7,2005,24
2771,8,2005,24
2772,0,2005,25
2773,1,2005,25
2774,2,2005,25
2775,3,2005,25
2776,4,2005,25
2777,5,2005,25
2778,6,2005,25
2779,7,2005,25
2780,8,2005,25
2781,0,2005,26
2782,1,2005,26
2783,2,2005,26
2784,3,2005,26
2785,4,2005,26
2786,5,2005,26
2787,6,2005,26
2788,7,2005,26
2789,8,2005,26
2790,0,2005,27
2791,1,2005,27
2792,2,2005,27
2793,3,2005,27
2794,4,2005,27
2795,5,2005,27
2796,6,2005,27
2797,7,2005,27
2798,8,2005,27
2799,0,2005,28
2800,1,2005,28
2801,2,2005,28
2802,3,2005,28
2803,4,2005,28
2804,5,2005,28
2805,6,2005,28
2806,7,2005,28
2807,8,2005,28
2808,0,2005,29
2809,1,2005,29
2810,2,2005,29
2811,3,2005,29
2812,4,2005,29
2813,5,2005,29
2814,6,2005,29
2815,7,2005,29
2816,8,2005,29
2817,0,2005,30
2818,1,2005,30
2819,2,2005,30
2820,3,2005,30
2821,4,2005,30
2822,5,2005,30
2823,6,2005,30
2824,7,2005,30
2825,8,2005,30
2826,0,2005,31
2827,1,2005,31
2828,2,2005,31
2829,3,2005,31
2830,4,2005,31
2831,5,2005,31
2832,6,2005,31
2833,7,2005,31
2834,8,2005,31
2835,0,2005,32
2836,1,2005,32
2837,2,2005,32
2838,3,2005,32
2839,4,2005,32
2840,5,2005,32
2841,6,2005,32
2842,7,2005,32
2843,8,2005,32
2844,0,2005,33
2845,1,2005,33
2846,2,2005,33
2847,3,2005,33
2848,4,2005,33
2849,5,2005,33
2850,6,2005,33
2851,7,2005,33
2852,8,2005,33
2853,0,2005,34
2854,1,2005,34
2855,2,2005,34
2856,3,2005,34
2857,4,2005,34
2858,5,2005,34
2859,6,2005,34
2860,7,2005,34
2861,8,2005,34
2862,0,2005,35
2863,1,2005,35
2864,2,2005,35
2865,3,2005,35
2866,4,2005,35
2867,5,2005,35
2868,6,2005,35
2869,7,2005,35
2870,8,2005,35
2871,0,2005,36
2872,1,2005,36
2873,2,2005,36
2874,3,2005,36
2875,4,2005,36
2876,5,2005,36
2877,6,2005,36
2878,7,2005,36
2879,8,2005,36
2880,0,2005,37
2881,1,2005,37
2882,2,2005,37
2883,3,2005,37
2884,4,2005,37
2885,5,2005,37
2886,6,2005,37
